csid	mp	inchi	name	c	h	o	mol_wt	dou	Aromatic	OH	CO	CHO	COOH	COOR	ROR
62361	61.75	InChI=1S/C14H12O2/c1-16-13-9-7-12(8-10-13)14(15)11-5-3-2-4-6-11/h2-10H,1H3	4-methoxybenzophenone	14	12	2	212.24308	9.0	1	0	1	0	0	0	1
61759	51.75	InChI=1S/C10H10O4/c1-7(11)14-9-6-4-3-5-8(9)10(12)13-2/h3-6H,1-2H3	methyl_2-acetoxybenzoate	10	10	4	194.1824	6.0	1	0	0	0	0	1	0
11969	64.25	InChI=1S/C10H10O4/c1-7(11)13-9-5-3-4-6-10(9)14-8(2)12/h3-6H,1-2H3	catechol diacetate	10	10	4	194.1824	6.0	1	0	0	0	0	1	0
69896	57.75	InChI=1S/C5H8O4/c1-9-5(8)3-2-4(6)7/h2-3H2,1H3,(H,6,7)	4-methoxy-4-oxobutanoic acid	5	8	4	132.11302	2.0	0	0	0	0	1	1	0
8127	115.75	InChI=1S/C9H10O3/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6,10H,2H2,1H3	ethyl p-hydroxybenzoate	9	10	3	166.17270000000002	5.0	1	1	0	0	0	1	0
4596	149.75	InChI=1S/C15H10O2/c16-14-11-8-4-5-9-12(11)15(17)13(14)10-6-2-1-3-7-10/h1-9,13H	phenindione	15	10	2	222.2379	11.0	1	0	1	0	0	0	0
10582	154.25	InChI=1S/C13H8O/c14-12-8-7-10-4-1-3-9-5-2-6-11(12)13(9)10/h1-8H	1h-phenalen-1-one	13	8	1	180.20162	10.0	1	0	1	0	0	0	0
15443	34.75	InChI=1S/C7H12O/c8-6-7-4-2-1-3-5-7/h6-7H,1-5H2	cyclohexanecarboxaldehyde	7	12	1	112.16918	2.0	0	0	0	1	0	0	0
70806	101.75	InChI=1S/C15H10O/c16-10-12-9-11-5-1-2-6-13(11)15-8-4-3-7-14(12)15/h1-10H	phenanthrene-9-carboxaldehyde	15	10	1	206.2389	11.0	1	0	0	1	0	0	0
28973	65.25	InChI=1S/C10H14O2/c1-2-3-8-12-10-6-4-9(11)5-7-10/h4-7,11H,2-3,8H2,1H3	4-butoxyphenol	10	14	2	166.21616	4.0	1	1	0	0	0	0	1
3708	153.67	InChI=1S/C6H6O4/c7-2-4-1-5(8)6(9)3-10-4/h1,3,7,9H,2H2	kojic acid	6	6	4	142.10784	4.0	1	1	0	0	0	0	0
532	128.67	InChI=1S/C8H8O4/c9-6-2-1-5(3-7(6)10)4-8(11)12/h1-3,9-10H,4H2,(H,11,12)	3,4-dihydroxyphenylacetic acid	8	8	4	168.14512	5.0	1	1	0	0	1	0	0
165975	140.17	InChI=1S/C10H8O3/c11-6-7-2-1-3-9-8(7)4-5-13-10(9)12/h1-3,6H,4-5H2	erythrocentaurin	10	8	3	176.16752000000002	7.0	1	0	0	1	0	1	0
13835344	38.17	InChI=1S/C9H10O2/c1-7(10)8-3-5-9(11-2)6-4-8/h3-6H,1-2H3	4'-methoxyacetophenone	9	10	2	150.1737	5.0	1	0	1	0	0	0	1
7114	48.83	InChI=1S/C10H18O/c1-10(2,3)8-4-6-9(11)7-5-8/h8H,4-7H2,1-3H3	4-tert-butylcyclohexanone	10	18	1	154.24892	2.0	0	0	1	0	0	0	0
63909	37.83	InChI=1S/C8H14O2/c1-8(7(9)10)5-3-2-4-6-8/h2-6H2,1H3,(H,9,10)	1-methylcyclohexanecarboxylic acid	8	14	2	142.19476	2.0	0	0	0	0	1	0	0
6514	109.17	InChI=1S/C16H12O2/c1-2-10-7-8-13-14(9-10)16(18)12-6-4-3-5-11(12)15(13)17/h3-9H,2H2,1H3	2-ethylanthraquinone	16	12	2	236.26448	11.0	1	0	1	0	0	0	0
11891	45.83	InChI=1S/C15H32O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16/h16H,2-15H2,1H3	1-pentadecanol	15	32	1	228.41358	0.0	0	1	0	0	0	0	0
59885	16.17	InChI=1S/C13H16O4/c1-3-16-12(14)11(13(15)17-4-2)10-8-6-5-7-9-10/h5-9,11H,3-4H2,1-2H3	diethyl phenylmalonate	13	16	4	236.26214	6.0	1	0	0	0	0	1	0
21105889	13.83	InChI=1S/C9H10O2/c1-2-11-9-5-3-8(7-10)4-6-9/h3-7H,2H2,1H3	4-ethoxybenzaldehyde	9	10	2	150.1737	5.0	1	0	0	1	0	0	1
7391	-29.83	InChI=1S/C8H10O/c1-2-9-8-6-4-3-5-7-8/h3-7H,2H2,1H3	phenetole	8	10	1	122.16399999999999	4.0	1	0	0	0	0	0	1
50	115.33333329999999	InChI=1S/C5H6O5/c6-3(5(9)10)1-2-4(7)8/h1-2H2,(H,7,8)(H,9,10)	2-ketoglutaric acid	5	6	5	146.09614	3.0	0	0	1	0	1	0	0
4642	56.17	InChI=1S/C8H6O2/c9-5-7-3-1-2-4-8(7)6-10/h1-6H	phthalaldehyde	8	6	2	134.13124	6.0	1	0	0	1	0	0	0
10653	-87.88	InChI=1S/C4H8O2/c1-3-4(5)6-2/h3H2,1-2H3	methyl propionate	4	8	2	88.10432	1.0	0	0	0	0	0	1	0
13848341	19.13	InChI=1S/C6H10O4/c1-9-5(7)3-4-6(8)10-2/h3-4H2,1-2H3	dimethyl succinate	6	10	4	146.1396	2.0	0	0	0	0	0	1	0
7238	-37.13	InChI=1S/C7H8O/c1-8-7-5-3-2-4-6-7/h2-6H,1H3	anisole	7	8	1	108.13741999999999	4.0	1	0	0	0	0	0	1
13860434	81.7475	InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3	vanillin	8	8	3	152.14612	5.0	1	1	0	1	0	0	1
8329	94.86399999999999	InChI=1S/C14H10O2/c15-13(11-7-3-1-4-8-11)14(16)12-9-5-2-6-10-12/h1-10H	benzil	14	10	2	210.22719999999998	10.0	1	0	1	0	0	0	0
7694	-91.78571429	InChI=1S/C8H16O2/c1-3-5-7-10-8(9)6-4-2/h3-7H2,1-2H3	n-butyl butyrate	8	16	2	144.21063999999998	1.0	0	0	0	0	0	1	0
8514	-64.3	InChI=1S/C7H12O2/c1-3-5-6-9-7(8)4-2/h4H,2-3,5-6H2,1H3	n-butyl acrylate	7	12	2	128.16818	2.0	0	0	0	0	0	1	0
7738	-85.4	InChI=1S/C4H4O/c1-2-4-5-3-1/h1-4H	furan	4	4	1	68.07356	3.0	1	0	0	0	0	0	0
4445872	0.2	InChI=1S/C16H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h7-8H,2-6,9-15H2,1H3,(H,17,18)	palmitoleic acid	16	30	2	254.4074	2.0	0	0	0	0	1	0	0
2275	-33.7	InChI=1S/C3H4O2/c4-3-1-2-5-3/h1-2H2	beta-propiolactone	3	4	2	72.06186	2.0	0	0	0	0	0	1	0
6389	40.3	InChI=1S/C18H22O2/c1-17(2,15-11-7-5-8-12-15)19-20-18(3,4)16-13-9-6-10-14-16/h5-14H,1-4H3	1,1'-(dioxydipropane-2,2-diyl)dibenzene	18	22	2	270.36528	8.0	1	0	0	0	0	0	0
12977	-63.4	InChI=1S/C4H6O/c1-2-3-4-5/h1,5H,3-4H2	3-butyn-1-ol	4	6	1	70.08944	2.0	0	1	0	0	0	0	0
7888	28.4275	InChI=1S/C11H22O2/c1-2-3-4-5-6-7-8-9-10-11(12)13/h2-10H2,1H3,(H,12,13)	undecanoic acid	11	22	2	186.29038	1.0	0	0	0	0	1	0	0
14436	40.18	InChI=1S/C10H20O/c11-10-8-6-4-2-1-3-5-7-9-10/h10-11H,1-9H2	cyclodecanol	10	20	1	156.2648	1.0	0	1	0	0	0	0	0
60586	20.35	InChI=1S/C9H10O3/c1-2-12-8-6-4-3-5-7(8)9(10)11/h3-6H,2H2,1H3,(H,10,11)	2-ethoxybenzoic acid	9	10	3	166.17270000000002	5.0	1	0	0	0	1	0	1
6114	-111.35	InChI=1S/C2H4O/c1-2-3-1/h1-2H2	oxirane	2	4	1	44.05216	1.0	0	0	0	0	0	0	1
7103	54.65	InChI=1S/C10H14O2/c1-10(2,3)7-4-5-8(11)9(12)6-7/h4-6,11-12H,1-3H3	4-tert-butylcatechol	10	14	2	166.21616	4.0	1	1	0	0	0	0	0
7559	-87.18	InChI=1S/C3H4O/c1-2-3-4/h2-3H,1H2	acrolein	3	4	1	56.06286	2.0	0	0	0	1	0	0	0
7790	60.6	InChI=1S/C3H6O3/c1-4-2-6-3-5-1/h1-3H2	1,3,5-trioxane	3	6	3	90.07674	1.0	0	0	0	0	0	0	1
7626	-86.4	InChI=1S/C6H14O/c1-5(2)7-6(3)4/h5-6H,1-4H3	diisopropyl_ether	6	14	1	102.17436	0.0	0	0	0	0	0	0	1
11763	-62.4	InChI=1S/C6H8O/c1-5-3-4-6(2)7-5/h3-4H,1-2H3	2,5-dimethylfuran	6	8	1	96.12671999999999	3.0	1	0	0	0	0	0	0
11029	-41.6	InChI=1S/C7H16O/c1-3-5-7(8)6-4-2/h7-8H,3-6H2,1-2H3	4-heptanol	7	16	1	116.20094	0.0	0	1	0	0	0	0	0
7358	-67.4	InChI=1S/C22H42O4/c1-5-9-13-19(7-3)17-25-21(23)15-11-12-16-22(24)26-18-20(8-4)14-10-6-2/h19-20H,5-18H2,1-4H3	bis(2-ethylhexyl) adipate	22	42	4	370.56488	2.0	0	0	0	0	0	1	0
59546	75.4	InChI=1S/C15H14O3/c1-18-14(16)15(17,12-8-4-2-5-9-12)13-10-6-3-7-11-13/h2-11,17H,1H3	methyl benzilate	15	14	3	242.26866	9.0	1	1	0	0	0	1	0
76852	34.4	InChI=1S/C12H10O2/c1-14-12-7-6-9(8-13)10-4-2-3-5-11(10)12/h2-8H,1H3	4-methoxy-1-naphthaldehyde	12	10	2	186.20579999999998	8.0	1	0	0	1	0	0	1
13033	42.4	InChI=1S/C7H8O3/c1-10-6-4-2-3-5(8)7(6)9/h2-4,8-9H,1H3	3-methoxycatechol	7	8	3	140.13542	4.0	1	1	0	0	0	0	1
7732	-115.27	InChI=1S/C4H8O/c1-3-5-4-2/h3H,1,4H2,2H3	ethyl vinyl ether	4	8	1	72.10531999999999	1.0	0	0	0	0	0	0	1
7909	39.55	InChI=1S/C19H38O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21-2/h3-18H2,1-2H3	methyl stearate	19	38	2	298.50302	1.0	0	0	0	0	0	1	0
8141	-51.244	InChI=1S/C5H8O/c6-5-3-1-2-4-5/h1-4H2	cyclopentanone	5	8	1	84.11601999999999	2.0	0	0	1	0	0	0	0
7463	-73.3	InChI=1S/C5H10O2/c1-3-5(6)7-4-2/h3-4H2,1-2H3	ethyl propionate	5	10	2	102.13090000000001	1.0	0	0	0	0	0	1	0
8568	-80.3	InChI=1S/C8H16O2/c1-3-4-5-6-7-10-8(2)9/h3-7H2,1-2H3	n-hexyl acetate	8	16	2	144.21063999999998	1.0	0	0	0	0	0	1	0
6313	-65.23	InChI=1S/C4H8O/c1-4(2)3-5/h3-4H,1-2H3	isobutyraldehyde	4	8	1	72.10531999999999	1.0	0	0	0	1	0	0	0
10034	98.5	InChI=1S/C16H32O3/c17-15-13-11-9-7-5-3-1-2-4-6-8-10-12-14-16(18)19/h17H,1-15H2,(H,18,19)	16-hydroxyhexadecanoic acid	16	32	3	272.42228	1.0	0	1	0	0	1	0	0
3637837	95.5	InChI=1S/C9H8O2/c1-2-7-4-3-5-8(6-7)9(10)11/h2-6H,1H2,(H,10,11)	3-vinylbenzoic acid	9	8	2	148.15782	6.0	1	0	0	0	1	0	0
68265	104.5	InChI=1S/C6H8O4/c1-2-3-4(5(7)8)6(9)10/h2,4H,1,3H2,(H,7,8)(H,9,10)	allylmalonic acid	6	8	4	144.12372	3.0	0	0	0	0	1	0	0
7893	-2.5	InChI=1S/C11H22O/c1-2-3-4-5-6-7-8-9-10-11-12/h2,12H,1,3-11H2	10-undecen-1-ol	11	22	1	170.29138	1.0	0	1	0	0	0	0	0
64111	98.5	InChI=1S/C7H6O3/c8-4-5-3-6(9)1-2-7(5)10/h1-4,9-10H	2,5-dihydroxybenzaldehyde	7	6	3	138.11954	5.0	1	1	0	1	0	0	0
9964	90.5	InChI=1S/C8H10O2/c9-6-5-7-1-3-8(10)4-2-7/h1-4,9-10H,5-6H2	2-(4-hydroxyphenyl)ethanol	8	10	2	138.16299999999998	4.0	1	1	0	0	0	0	0
68837	181.5	InChI=1S/C8H8O3/c9-5-6-1-3-7(4-2-6)8(10)11/h1-4,9H,5H2,(H,10,11)	4-(hydroxymethyl)benzoic acid	8	8	3	152.14612	5.0	1	1	0	0	1	0	0
6438	270.5	InChI=1S/C12H6O3/c13-11-8-5-1-3-7-4-2-6-9(10(7)8)12(14)15-11/h1-6H	1,8-naphthalic anhydride	12	6	3	198.17304000000001	10.0	1	0	0	0	0	0	0
11421	65.5	InChI=1S/C8H6O3/c9-7(8(10)11)6-4-2-1-3-5-6/h1-5H,(H,10,11)	phenylglyoxylic acid	8	6	3	150.13024000000001	6.0	1	0	1	0	1	0	0
8045	39.5	InChI=1S/C13H10O2/c14-12-9-5-4-8-11(12)13(15)10-6-2-1-3-7-10/h1-9,14H	2-hydroxybenzophenone	13	10	2	198.21649999999997	9.0	1	1	1	0	0	0	0
65703	117.5	InChI=1S/C10H10O3/c11-9(6-7-10(12)13)8-4-2-1-3-5-8/h1-5H,6-7H2,(H,12,13)	3-benzoylpropionic acid	10	10	3	178.1834	6.0	1	0	1	0	1	0	0
58568	119.5	InChI=1S/C15H10O/c16-15-13(11-7-3-1-4-8-11)14(15)12-9-5-2-6-10-12/h1-10H	2,3-diphenyl-2-cyclopropen-1-one	15	10	1	206.2389	11.0	1	0	0	0	0	0	0
67593	100.5	InChI=1S/C19H14O/c20-19(17-9-5-2-6-10-17)18-13-11-16(12-14-18)15-7-3-1-4-8-15/h1-14H	4-benzoylbiphenyl	19	14	1	258.31346	13.0	1	0	1	0	0	0	0
69150	59.5	InChI=1S/C13H10O/c14-10-11-6-8-13(9-7-11)12-4-2-1-3-5-12/h1-10H	biphenyl-4-carboxaldehyde	13	10	1	182.21749999999997	9.0	1	0	0	1	0	0	0
68709	49.5	InChI=1S/C13H12O/c14-10-12-8-4-5-9-13(12)11-6-2-1-3-7-11/h1-9,14H,10H2	2-biphenylmethanol	13	12	1	184.23337999999998	8.0	1	1	0	0	0	0	0
21159439	83.5	InChI=1S/C13H12O/c14-13-8-6-12(7-9-13)10-11-4-2-1-3-5-11/h1-9,14H,10H2	4-benzylphenol	13	12	1	184.23337999999998	8.0	1	1	0	0	0	0	0
62525	127.5	InChI=1S/C20H18O2/c1-3-7-17(8-4-1)15-21-19-11-13-20(14-12-19)22-16-18-9-5-2-6-10-18/h1-14H,15-16H2	1,4-dibenzyloxybenzene	20	18	2	290.35492	12.0	1	0	0	0	0	0	1
63533	39.5	InChI=1S/C13H12O/c1-3-7-12(8-4-1)11-14-13-9-5-2-6-10-13/h1-10H,11H2	benzyl phenyl ether	13	12	1	184.23337999999998	8.0	1	0	0	0	0	0	1
6753	175.5	InChI=1S/C13H8O2/c14-13-9-5-1-3-7-11(9)15-12-8-4-2-6-10(12)13/h1-8H	xanthone	13	8	2	196.20062	10.0	1	0	0	0	0	0	0
12274	142.5	InChI=1S/C9H6O3/c10-8-5-6-3-1-2-4-7(6)9(11)12-8/h1-4H,5H2	homophthalic anhydride	9	6	3	162.14094	7.0	1	0	0	0	0	0	0
13848793	70.5	InChI=1S/C9H6O2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-6H	coumarin	9	6	2	146.14194	7.0	1	0	0	0	0	0	0
10273	7.5	InChI=1S/C10H10O/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-2,4,6H,3,5,7H2	1-tetralone	10	10	1	146.1854	6.0	1	0	1	0	0	0	0
6621	74.5	InChI=1S/C8H6O2/c9-8-7-4-2-1-3-6(7)5-10-8/h1-4H,5H2	phthalide	8	6	2	134.13124	6.0	1	0	0	0	0	1	0
24722	162.5	InChI=1S/C20H24O6/c1-2-6-18-17(5-1)23-13-9-21-11-15-25-19-7-3-4-8-20(19)26-16-12-22-10-14-24-18/h1-8H,9-16H2	dibenzo-18-crown-6	20	24	6	360.39856	9.0	1	0	0	0	0	0	1
75956	79.5	InChI=1S/C14H20O5/c1-2-4-14-13(3-1)18-11-9-16-7-5-15-6-8-17-10-12-19-14/h1-4H,5-12H2	benzo-15-crown-5	14	20	5	268.3036	5.0	1	0	0	0	0	0	1
5966	61.5	InChI=1S/C11H8O/c12-8-9-5-6-10-3-1-2-4-11(10)7-9/h1-8H	2-naphthaldehyde	11	8	1	156.18022000000002	8.0	1	0	0	1	0	0	0
12690	60.5	InChI=1S/C12H22O/c13-12-10-8-6-4-2-1-3-5-7-9-11-12/h1-11H2	cyclododecanone	12	22	1	182.30208	2.0	0	0	1	0	0	0	0
61810	77.5	InChI=1S/C4H4O2/c1-2-3-4(5)6/h1H3,(H,5,6)	2-butynoic acid	4	4	2	84.07256	3.0	0	0	0	0	1	0	0
15435	69.5	InChI=1S/C10H12O3/c1-7(11)10-8(12-2)5-4-6-9(10)13-3/h4-6H,1-3H3	2',6'-dimethoxyacetophenone	10	12	3	180.19928	5.0	1	0	1	0	0	0	1
64152	19.5	InChI=1S/C10H12O3/c1-7(11)9-6-8(12-2)4-5-10(9)13-3/h4-6H,1-3H3	2',5'-dimethoxyacetophenone	10	12	3	180.19928	5.0	1	0	1	0	0	0	1
74935	53.5	InChI=1S/C10H10O3/c1-7(11)9-3-5-10(6-4-9)13-8(2)12/h3-6H,1-2H3	4'-acetoxyacetophenone	10	10	3	178.1834	6.0	1	0	1	0	0	1	0
63208	40.5	InChI=1S/C10H12O3/c1-7(11)9-5-4-8(12-2)6-10(9)13-3/h4-6H,1-3H3	2',4'-dimethoxyacetophenone	10	12	3	180.19928	5.0	1	0	1	0	0	0	1
62618	12.5	InChI=1S/C8H14O4/c1-7(9)11-5-3-4-6-12-8(2)10/h3-6H2,1-2H3	1,4-diacetoxybutane	8	14	4	174.19276	2.0	0	0	0	0	0	1	0
12336	66.5	InChI=1S/C14H20O2/c1-13(2,3)10-7-9(15)8-11(12(10)16)14(4,5)6/h7-8H,1-6H3	2,6-di-tert-butyl-p-benzoquinone	14	20	2	220.3066	5.0	0	0	1	0	0	0	0
21105932	27.5	InChI=1S/C10H14O/c1-8(2)10-5-3-9(7-11)4-6-10/h3-6,8,11H,7H2,1-2H3	4-isopropylbenzyl alcohol	10	14	1	150.21716	4.0	1	1	0	0	0	0	0
11781	86.5	InChI=1S/C6H10O4/c1-4(2-5(7)8)3-6(9)10/h4H,2-3H2,1H3,(H,7,8)(H,9,10)	3-methylglutaric acid	6	10	4	146.1396	2.0	0	0	0	0	1	0	0
70865	189.5	InChI=1S/C5H10O4/c1-5(2-6,3-7)4(8)9/h6-7H,2-3H2,1H3,(H,8,9)	2,2-bis(hydroxymethyl)propionic acid	5	10	4	134.12890000000002	1.0	0	1	0	0	1	0	0
10248	72.5	InChI=1S/C9H12O/c1-6-4-7(2)9(10)8(3)5-6/h4-5,10H,1-3H3	2,4,6-trimethylphenol	9	12	1	136.19058	4.0	1	1	0	0	0	0	0
62217	223.5	InChI=1S/C22H18O4/c1-13-11-15(7-9-19(13)23)22(16-8-10-20(24)14(2)12-16)18-6-4-3-5-17(18)21(25)26-22/h3-12,23-24H,1-2H3	o-cresolphthalein	22	18	4	346.37432	14.0	1	1	0	0	0	1	0
5584	177.5	InChI=1S/C8H8O3/c1-5-2-3-6(8(10)11)7(9)4-5/h2-4,9H,1H3,(H,10,11)	4-methylsalicylic acid	8	8	3	152.14612	5.0	1	1	0	0	1	0	0
217532	92.5	InChI=1S/C9H10O2/c1-7-2-4-8(5-3-7)6-9(10)11/h2-5H,6H2,1H3,(H,10,11)	p-tolylacetic acid	9	10	2	150.1737	5.0	1	0	0	0	1	0	0
63512	140.5	InChI=1S/C9H10O3/c1-7-2-4-8(5-3-7)12-6-9(10)11/h2-5H,6H2,1H3,(H,10,11)	4-methylphenoxyacetic acid	9	10	3	166.17270000000002	5.0	1	0	0	0	1	0	1
11576	165.5	InChI=1S/C9H10O2/c1-6-3-4-8(9(10)11)5-7(6)2/h3-5H,1-2H3,(H,10,11)	3,4-dimethylbenzoic acid	9	10	2	150.1737	5.0	1	0	0	0	1	0	0
21105867	1.5	InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)10(11)6-9/h4-7,11H,1-3H3	5-isopropyl-2-methylphenol	10	14	1	150.21716	4.0	1	1	0	0	0	0	0
11289	145.5	InChI=1S/C9H10O2/c1-6-4-3-5-8(7(6)2)9(10)11/h3-5H,1-2H3,(H,10,11)	2,3-dimethylbenzoic acid	9	10	2	150.1737	5.0	1	0	0	0	1	0	0
72148	99.5	InChI=1S/C9H10O3/c1-2-8(11)7-4-3-6(10)5-9(7)12/h3-5,10,12H,2H2,1H3	2',4'-dihydroxypropiophenone	9	10	3	166.17270000000002	5.0	1	1	1	0	0	0	0
11263	113.5	InChI=1S/C5H8O4/c1-2-3(4(6)7)5(8)9/h3H,2H2,1H3,(H,6,7)(H,8,9)	ethylmalonic acid	5	8	4	132.11302	2.0	0	0	0	0	1	0	0
18924	43.5	InChI=1S/C16H26O/c1-8-11-9-12(15(2,3)4)14(17)13(10-11)16(5,6)7/h9-10,17H,8H2,1-7H3	2,6-di-tert-butyl-4-ethylphenol	16	26	1	234.37663999999998	4.0	1	1	0	0	0	0	0
121262	142.5	InChI=1S/C10H12O2/c1-2-3-8-4-6-9(7-5-8)10(11)12/h4-7H,2-3H2,1H3,(H,11,12)	4-n-propylbenzoic acid	10	12	2	164.20028	5.0	1	0	0	0	1	0	0
67479	-40.5	InChI=1S/C12H22O3/c1-3-5-7-9-11(13)15-12(14)10-8-6-4-2/h3-10H2,1-2H3	hexanoic anhydride	12	22	3	214.30007999999998	2.0	0	0	0	0	0	0	0
25119	23.5	InChI=1S/C11H16O/c1-2-3-4-5-10-6-8-11(12)9-7-10/h6-9,12H,2-5H2,1H3	4-n-pentylphenol	11	16	1	164.24374	4.0	1	1	0	0	0	0	0
10425	52.5	InChI=1S/C17H34O/c1-3-5-7-9-11-13-15-17(18)16-14-12-10-8-6-4-2/h3-16H2,1-2H3	9-heptadecanone	17	34	1	254.45085999999998	1.0	0	0	1	0	0	0	0
23643	14.5	InChI=1S/C13H26O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14/h13H,2-12H2,1H3	tridecanal	13	26	1	198.34453999999997	1.0	0	0	0	1	0	0	0
29024	18.5	InChI=1S/C15H30O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15(16)17-2/h3-14H2,1-2H3	methyl tetradecanoate	15	30	2	242.3967	1.0	0	0	0	0	0	1	0
7889	30.5	InChI=1S/C17H34O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19-2/h3-16H2,1-2H3	methyl palmitate	17	34	2	270.44986	1.0	0	0	0	0	0	1	0
13837584	-10.5	InChI=1S/C18H34O4/c1-3-5-15-21-17(19)13-11-9-7-8-10-12-14-18(20)22-16-6-4-2/h3-16H2,1-2H3	di-n-butyl sebacate	18	34	4	314.45856	2.0	0	0	0	0	0	1	0
11655	-27.5	InChI=1S/C9H12O/c1-2-8-10-9-6-4-3-5-7-9/h3-7H,2,8H2,1H3	phenyl_propyl_ether	9	12	1	136.19058	4.0	1	0	0	0	0	0	1
72680	28.5	InChI=1S/C10H16O6/c1-4-14-8(11)7(9(12)15-5-2)10(13)16-6-3/h7H,4-6H2,1-3H3	triethyl methanetricarboxylate	10	16	6	232.22804	3.0	0	0	0	0	0	1	0
11972	44.5	InChI=1S/C12H14O4/c1-3-15-11(13)9-5-7-10(8-6-9)12(14)16-4-2/h5-8H,3-4H2,1-2H3	diethyl terephthalate	12	14	4	222.23556000000002	6.0	1	0	0	0	0	1	0
